,Código,Categoría,Serie,Fecha Inicio,Fecha Fin,Última Actualización,Frecuencia
1512,PN06594NM,"Encaje de las empresas bancarias en MN	
         - (90 series)",MN - Fondos de encaje - Efectivos - Mibanco (millones S/),Ene-2010,Jun-2023,21-07-2023,M
1513,PN06595NM,"Encaje de las empresas bancarias en MN	
         - (90 series)",MN - Fondos de encaje - Efectivos - GNB Perú (millones S/),Ene-2010,Jun-2023,21-07-2023,M
1514,PN06596NM,"Encaje de las empresas bancarias en MN	
         - (90 series)",MN - Fondos de encaje - Efectivos - Falabella Perú S.A. (millones S/),Ene-2010,Jun-2023,21-07-2023,M
1515,PN06597NM,"Encaje de las empresas bancarias en MN	
         - (90 series)",MN - Fondos de encaje - Efectivos - Ripley (millones S/),Ene-2010,Jun-2023,21-07-2023,M
1516,PN06598NM,"Encaje de las empresas bancarias en MN	
         - (90 series)",MN - Fondos de encaje - Efectivos - Santander Perú S.A. (millones S/),Ene-2010,Jun-2023,21-07-2023,M
1517,PN06599NM,"Encaje de las empresas bancarias en MN	
         - (90 series)",MN - Fondos de encaje - Efectivos - Deutsche Bank Perú S.A. (millones S/),Ene-2010,Jul-2016,21-07-2023,M
1518,PN06600NM,"Encaje de las empresas bancarias en MN	
         - (90 series)",MN - Fondos de encaje - Efectivos - Azteca (millones S/),Ene-2010,Jun-2023,21-07-2023,M
1519,PN06601NM,"Encaje de las empresas bancarias en MN	
         - (90 series)",MN - Fondos de encaje - Efectivos - Cencosud (millones S/),Sep-2012,Feb-2019,21-07-2023,M
1520,PN06602NM,"Encaje de las empresas bancarias en MN	
         - (90 series)",MN - Fondos de encaje - Efectivos - ICBC Perú Bank S.A. (millones S/),Dic-2013,Jun-2023,21-07-2023,M
1521,PN06603NM,"Encaje de las empresas bancarias en MN	
         - (90 series)",MN - Fondos de encaje - Efectivos - Total (millones S/),Ene-2010,Jun-2023,21-07-2023,M
1522,PN06604NM,"Encaje de las empresas bancarias en MN	
         - (90 series)",MN - Excedente / (Deficit) - Monto - Crédito,Ene-2010,Jun-2023,21-07-2023,M
1523,PN06605NM,"Encaje de las empresas bancarias en MN	
         - (90 series)",MN - Excedente / (Deficit) - Monto - Interbank,Ene-2010,Jun-2023,21-07-2023,M
1524,PN06606NM,"Encaje de las empresas bancarias en MN	
         - (90 series)",MN - Excedente / (Deficit) - Monto - Citibank,Ene-2010,Jun-2023,21-07-2023,M
1525,PN06607NM,"Encaje de las empresas bancarias en MN	
         - (90 series)",MN - Excedente / (Deficit) - Monto - Scotiabank,Ene-2010,Jun-2023,21-07-2023,M
1526,PN06608NM,"Encaje de las empresas bancarias en MN	
         - (90 series)",MN - Excedente / (Deficit) - Monto - Continental,Ene-2010,Jun-2023,21-07-2023,M
1527,PN06609NM,"Encaje de las empresas bancarias en MN	
         - (90 series)",MN - Excedente / (Deficit) - Monto - Comercio,Ene-2010,Jun-2023,21-07-2023,M
1528,PN06610NM,"Encaje de las empresas bancarias en MN	
         - (90 series)",MN - Excedente / (Deficit) - Monto - Financiero,Ene-2010,Jun-2023,21-07-2023,M
1529,PN06611NM,"Encaje de las empresas bancarias en MN	
         - (90 series)",MN - Excedente / (Deficit) - Monto - Interamericano,Ene-2010,Jun-2023,21-07-2023,M
1530,PN06612NM,"Encaje de las empresas bancarias en MN	
         - (90 series)",MN - Excedente / (Deficit) - Monto - Mibanco,Ene-2010,Jun-2023,21-07-2023,M
1531,PN06613NM,"Encaje de las empresas bancarias en MN	
         - (90 series)",MN - Excedente / (Deficit) - Monto - GNB Perú,Ene-2010,Jun-2023,21-07-2023,M
1532,PN06614NM,"Encaje de las empresas bancarias en MN	
         - (90 series)",MN - Excedente / (Deficit) - Monto - Falabella Perú S.A.,Ene-2010,Jun-2023,21-07-2023,M
1533,PN06615NM,"Encaje de las empresas bancarias en MN	
         - (90 series)",MN - Excedente / (Deficit) - Monto - Ripley,Ene-2010,Jun-2023,21-07-2023,M
1534,PN06616NM,"Encaje de las empresas bancarias en MN	
         - (90 series)",MN - Excedente / (Deficit) - Monto - Santander Perú S.A.,Ene-2010,Jun-2023,21-07-2023,M
1535,PN06617NM,"Encaje de las empresas bancarias en MN	
         - (90 series)",MN - Excedente / (Deficit) - Monto - Deutsche Bank Perú S.A.,Ene-2010,Jul-2016,21-07-2023,M
1536,PN06618NM,"Encaje de las empresas bancarias en MN	
         - (90 series)",MN - Excedente / (Deficit) - Monto - Azteca,Ene-2010,Jun-2023,21-07-2023,M
1537,PN06619NM,"Encaje de las empresas bancarias en MN	
         - (90 series)",MN - Excedente / (Deficit) - Monto - Cencosud,Sep-2012,Feb-2019,21-07-2023,M
1538,PN06620NM,"Encaje de las empresas bancarias en MN	
         - (90 series)",MN - Excedente / (Deficit) - Monto - ICBC Perú Bank S.A.,Dic-2013,Jun-2023,21-07-2023,M
1539,PN06621NM,"Encaje de las empresas bancarias en MN	
         - (90 series)",MN - Excedente / (Deficit) - Monto - Total,Ene-2010,Jun-2023,21-07-2023,M
1540,PN06622NM,"Encaje de las empresas bancarias en MN	
         - (90 series)",MN - Excedente / (Deficit) - % del TOSE - Crédito,Ene-2010,Jun-2023,21-07-2023,M
1541,PN06623NM,"Encaje de las empresas bancarias en MN	
         - (90 series)",MN - Excedente / (Deficit) - % del TOSE - Interbank,Ene-2010,Jun-2023,21-07-2023,M
1542,PN06624NM,"Encaje de las empresas bancarias en MN	
         - (90 series)",MN - Excedente / (Deficit) - % del TOSE - Citibank,Ene-2010,Jun-2023,21-07-2023,M
1543,PN06625NM,"Encaje de las empresas bancarias en MN	
         - (90 series)",MN - Excedente / (Deficit) - % del TOSE - Scotiabank,Ene-2010,Jun-2023,21-07-2023,M
1544,PN06626NM,"Encaje de las empresas bancarias en MN	
         - (90 series)",MN - Excedente / (Deficit) - % del TOSE - Continental,Ene-2010,Jun-2023,21-07-2023,M
1545,PN06627NM,"Encaje de las empresas bancarias en MN	
         - (90 series)",MN - Excedente / (Deficit) - % del TOSE - Comercio,Ene-2010,Jun-2023,21-07-2023,M
1546,PN06628NM,"Encaje de las empresas bancarias en MN	
         - (90 series)",MN - Excedente / (Deficit) - % del TOSE - Financiero,Ene-2010,Jun-2023,21-07-2023,M
1547,PN06629NM,"Encaje de las empresas bancarias en MN	
         - (90 series)",MN - Excedente / (Deficit) - % del TOSE - Interamericano,Ene-2010,Jun-2023,21-07-2023,M
1548,PN06630NM,"Encaje de las empresas bancarias en MN	
         - (90 series)",MN - Excedente / (Deficit) - % del TOSE - Mibanco,Ene-2010,Jun-2023,21-07-2023,M
1549,PN06631NM,"Encaje de las empresas bancarias en MN	
         - (90 series)",MN - Excedente / (Deficit) - % del TOSE - GNB Perú,Ene-2010,Jun-2023,21-07-2023,M
1550,PN06632NM,"Encaje de las empresas bancarias en MN	
         - (90 series)",MN - Excedente / (Deficit) - % del TOSE - Falabella Perú S.A.,Ene-2010,Jun-2023,21-07-2023,M
1551,PN06633NM,"Encaje de las empresas bancarias en MN	
         - (90 series)",MN - Excedente / (Deficit) - % del TOSE - Ripley,Ene-2010,Jun-2023,21-07-2023,M
1552,PN06634NM,"Encaje de las empresas bancarias en MN	
         - (90 series)",MN - Excedente / (Deficit) - % del TOSE - Santander Perú S.A.,Ene-2010,Jun-2023,21-07-2023,M
1553,PN06635NM,"Encaje de las empresas bancarias en MN	
         - (90 series)",MN - Excedente / (Deficit) - % del TOSE - Deutsche Bank Perú S.A.,Ene-2010,Jul-2016,21-07-2023,M
1554,PN06636NM,"Encaje de las empresas bancarias en MN	
         - (90 series)",MN - Excedente / (Deficit) - % del TOSE - Azteca,Ene-2010,Jun-2023,21-07-2023,M
1555,PN06637NM,"Encaje de las empresas bancarias en MN	
         - (90 series)",MN - Excedente / (Deficit) - % del TOSE - Cencosud,Sep-2012,Feb-2019,21-07-2023,M
1556,PN06638NM,"Encaje de las empresas bancarias en MN	
         - (90 series)",MN - Excedente / (Deficit) - % del TOSE - ICBC Perú Bank S.A.,Dic-2013,Jun-2023,21-07-2023,M
1557,PN06639NM,"Encaje de las empresas bancarias en MN	
         - (90 series)",MN - Excedente / (Deficit) - % del TOSE - Total,Ene-2010,Jun-2023,21-07-2023,M
1558,PN06676NM,"Encaje de las empresas bancarias en ME	
         - (108 series)",ME - TOSE - Crédito (millones US$),Ene-2010,Jun-2023,21-07-2023,M
1559,PN06677NM,"Encaje de las empresas bancarias en ME	
         - (108 series)",ME - TOSE - Interbank (millones US$),Ene-2010,Jun-2023,21-07-2023,M
1560,PN06678NM,"Encaje de las empresas bancarias en ME	
         - (108 series)",ME - TOSE - Citibank (millones US$),Ene-2010,Jun-2023,21-07-2023,M
1561,PN06679NM,"Encaje de las empresas bancarias en ME	
         - (108 series)",ME - TOSE - Scotiabank (millones US$),Ene-2010,Jun-2023,21-07-2023,M
1562,PN06680NM,"Encaje de las empresas bancarias en ME	
         - (108 series)",ME - TOSE - Continental (millones US$),Ene-2010,Jun-2023,21-07-2023,M
1563,PN06681NM,"Encaje de las empresas bancarias en ME	
         - (108 series)",ME - TOSE - Comercio (millones US$),Ene-2010,Jun-2023,21-07-2023,M
1564,PN06682NM,"Encaje de las empresas bancarias en ME	
         - (108 series)",ME - TOSE - Financiero (millones US$),Ene-2010,Jun-2023,21-07-2023,M
1565,PN06683NM,"Encaje de las empresas bancarias en ME	
         - (108 series)",ME - TOSE - Interamericano (millones US$),Ene-2010,Jun-2023,21-07-2023,M
1566,PN06684NM,"Encaje de las empresas bancarias en ME	
         - (108 series)",ME - TOSE - Mibanco (millones US$),Ene-2010,Jun-2023,21-07-2023,M
1567,PN06685NM,"Encaje de las empresas bancarias en ME	
         - (108 series)",ME - TOSE - GNB Perú (millones US$),Ene-2010,Jun-2023,21-07-2023,M
1568,PN06686NM,"Encaje de las empresas bancarias en ME	
         - (108 series)",ME - TOSE - Falabella Perú S.A. (millones US$),Ene-2010,Jun-2023,21-07-2023,M
1569,PN06687NM,"Encaje de las empresas bancarias en ME	
         - (108 series)",ME - TOSE - Ripley (millones US$),Ene-2010,Jun-2023,21-07-2023,M
1570,PN06688NM,"Encaje de las empresas bancarias en ME	
         - (108 series)",ME - TOSE - Santander Perú S.A. (millones US$),Ene-2010,Jun-2023,21-07-2023,M
1571,PN06689NM,"Encaje de las empresas bancarias en ME	
         - (108 series)",ME - TOSE - Deutsche Bank Perú S.A. (millones US$),Ene-2010,Jul-2016,21-07-2023,M
1572,PN06690NM,"Encaje de las empresas bancarias en ME	
         - (108 series)",ME - TOSE - Azteca (millones US$),Ene-2010,Jun-2023,21-07-2023,M
1573,PN06691NM,"Encaje de las empresas bancarias en ME	
         - (108 series)",ME - TOSE - Cencosud (millones US$),Sep-2012,Feb-2019,21-07-2023,M
1574,PN06692NM,"Encaje de las empresas bancarias en ME	
         - (108 series)",ME - TOSE - ICBC Perú Bank S.A. (millones US$),Dic-2013,Jun-2023,21-07-2023,M
1575,PN06693NM,"Encaje de las empresas bancarias en ME	
         - (108 series)",ME - TOSE - Total (millones US$),Ene-2010,Jun-2023,21-07-2023,M
1576,PN06694NM,"Encaje de las empresas bancarias en ME	
         - (108 series)",ME - Adeudado al Exterior sujeto a encaje - Crédito (millones US$),Ene-2010,Jun-2023,21-07-2023,M
1577,PN06695NM,"Encaje de las empresas bancarias en ME	
         - (108 series)",ME - Adeudado al Exterior sujeto a encaje - Interbank (millones US$),Ene-2010,Jun-2023,21-07-2023,M
1578,PN06696NM,"Encaje de las empresas bancarias en ME	
         - (108 series)",ME - Adeudado al Exterior sujeto a encaje - Citibank (millones US$),Ene-2010,Jun-2023,21-07-2023,M
1579,PN06697NM,"Encaje de las empresas bancarias en ME	
         - (108 series)",ME - Adeudado al Exterior sujeto a encaje - Scotiabank (millones US$),Ene-2010,Jun-2023,21-07-2023,M
1580,PN06698NM,"Encaje de las empresas bancarias en ME	
         - (108 series)",ME - Adeudado al Exterior sujeto a encaje - Continental (millones US$),Ene-2010,Jun-2023,21-07-2023,M
1581,PN06699NM,"Encaje de las empresas bancarias en ME	
         - (108 series)",ME - Adeudado al Exterior sujeto a encaje - Comercio (millones US$),Ene-2010,Jun-2023,21-07-2023,M
1582,PN06700NM,"Encaje de las empresas bancarias en ME	
         - (108 series)",ME - Adeudado al Exterior sujeto a encaje - Financiero (millones US$),Ene-2010,Jun-2023,21-07-2023,M
1583,PN06701NM,"Encaje de las empresas bancarias en ME	
         - (108 series)",ME - Adeudado al Exterior sujeto a encaje - Interamericano (millones US$),Ene-2010,Jun-2023,21-07-2023,M
1584,PN06702NM,"Encaje de las empresas bancarias en ME	
         - (108 series)",ME - Adeudado al Exterior sujeto a encaje - Mibanco (millones US$),Ene-2010,Jun-2023,21-07-2023,M
1585,PN06703NM,"Encaje de las empresas bancarias en ME	
         - (108 series)",ME - Adeudado al Exterior sujeto a encaje - GNB Perú (millones US$),Ene-2010,Jun-2023,21-07-2023,M
1586,PN06704NM,"Encaje de las empresas bancarias en ME	
         - (108 series)",ME - Adeudado al Exterior sujeto a encaje - Falabella Perú S.A. (millones US$),Ene-2010,Jun-2023,21-07-2023,M
1587,PN06705NM,"Encaje de las empresas bancarias en ME	
         - (108 series)",ME - Adeudado al Exterior sujeto a encaje - Ripley (millones US$),Ene-2010,Jun-2023,21-07-2023,M
1588,PN06706NM,"Encaje de las empresas bancarias en ME	
         - (108 series)",ME - Adeudado al Exterior sujeto a encaje - Santander Perú S.A. (millones US$),Ene-2010,Jun-2023,21-07-2023,M
1589,PN06707NM,"Encaje de las empresas bancarias en ME	
         - (108 series)",ME - Adeudado al Exterior sujeto a encaje - Deutsche Bank Perú SA (millones US$),Ene-2010,Jul-2016,21-07-2023,M
1590,PN06708NM,"Encaje de las empresas bancarias en ME	
         - (108 series)",ME - Adeudado al Exterior sujeto a encaje - Azteca (millones US$),Ene-2010,Jun-2023,21-07-2023,M
1591,PN06709NM,"Encaje de las empresas bancarias en ME	
         - (108 series)",ME - Adeudado al Exterior sujeto a encaje - Cencosud (millones US$),Sep-2012,Feb-2019,21-07-2023,M
1592,PN06710NM,"Encaje de las empresas bancarias en ME	
         - (108 series)",ME - Adeudado al Exterior sujeto a encaje - ICBC Perú Bank S.A. (millones US$),Dic-2013,Jun-2023,21-07-2023,M
1593,PN06711NM,"Encaje de las empresas bancarias en ME	
         - (108 series)",ME - Adeudado al Exterior sujeto a encaje - Total (millones US$),Ene-2010,Jun-2023,21-07-2023,M
1594,PN06712NM,"Encaje de las empresas bancarias en ME	
         - (108 series)",ME - Fondos de encaje - Exigibles - Crédito (millones US$),Ene-2010,Jun-2023,21-07-2023,M
1595,PN06713NM,"Encaje de las empresas bancarias en ME	
         - (108 series)",ME - Fondos de encaje - Exigibles - Interbank (millones US$),Ene-2010,Jun-2023,21-07-2023,M
1596,PN06714NM,"Encaje de las empresas bancarias en ME	
         - (108 series)",ME - Fondos de encaje - Exigibles - Citibank (millones US$),Ene-2010,Jun-2023,21-07-2023,M
1597,PN06715NM,"Encaje de las empresas bancarias en ME	
         - (108 series)",ME - Fondos de encaje - Exigibles - Scotiabank (millones US$),Ene-2010,Jun-2023,21-07-2023,M
1598,PN06716NM,"Encaje de las empresas bancarias en ME	
         - (108 series)",ME - Fondos de encaje - Exigibles - Continental (millones US$),Ene-2010,Jun-2023,21-07-2023,M
1599,PN06717NM,"Encaje de las empresas bancarias en ME	
         - (108 series)",ME - Fondos de encaje - Exigibles - Comercio (millones US$),Ene-2010,Jun-2023,21-07-2023,M
1600,PN06718NM,"Encaje de las empresas bancarias en ME	
         - (108 series)",ME - Fondos de encaje - Exigibles - Financiero (millones US$),Ene-2010,Jun-2023,21-07-2023,M
1601,PN06719NM,"Encaje de las empresas bancarias en ME	
         - (108 series)",ME - Fondos de encaje - Exigibles - Interamericano (millones US$),Ene-2010,Jun-2023,21-07-2023,M
1602,PN06720NM,"Encaje de las empresas bancarias en ME	
         - (108 series)",ME - Fondos de encaje - Exigibles - Mibanco (millones US$),Ene-2010,Jun-2023,21-07-2023,M
1603,PN06721NM,"Encaje de las empresas bancarias en ME	
         - (108 series)",ME - Fondos de encaje - Exigibles - GNB Perú (millones US$),Ene-2010,Jun-2023,21-07-2023,M
1604,PN06722NM,"Encaje de las empresas bancarias en ME	
         - (108 series)",ME - Fondos de encaje - Exigibles - Falabella Perú S.A. (millones US$),Ene-2010,Jun-2023,21-07-2023,M
1605,PN06723NM,"Encaje de las empresas bancarias en ME	
         - (108 series)",ME - Fondos de encaje - Exigibles - Ripley (millones US$),Ene-2010,Jun-2023,21-07-2023,M
1606,PN06724NM,"Encaje de las empresas bancarias en ME	
         - (108 series)",ME - Fondos de encaje - Exigibles - Santander Perú S.A. (millones US$),Ene-2010,Jun-2023,21-07-2023,M
1607,PN06725NM,"Encaje de las empresas bancarias en ME	
         - (108 series)",ME - Fondos de encaje - Exigibles - Deutsche Bank Perú S.A. (millones US$),Ene-2010,Jul-2016,21-07-2023,M
1608,PN06726NM,"Encaje de las empresas bancarias en ME	
         - (108 series)",ME - Fondos de encaje - Exigibles - Azteca (millones US$),Ene-2010,Jun-2023,21-07-2023,M
1609,PN06727NM,"Encaje de las empresas bancarias en ME	
         - (108 series)",ME - Fondos de encaje - Exigibles - Cencosud (millones US$),Sep-2012,Feb-2019,21-07-2023,M
1610,PN06728NM,"Encaje de las empresas bancarias en ME	
         - (108 series)",ME - Fondos de encaje - Exigibles - ICBC Perú Bank S.A. (millones US$),Dic-2013,Jun-2023,21-07-2023,M
1611,PN06729NM,"Encaje de las empresas bancarias en ME	
         - (108 series)",ME - Fondos de encaje - Exigibles - Total (millones US$),Ene-2010,Jun-2023,21-07-2023,M
1612,PN06730NM,"Encaje de las empresas bancarias en ME	
         - (108 series)",ME - Fondos de encaje - Efectivos - Crédito (millones US$),Ene-2010,Jun-2023,21-07-2023,M
1613,PN06731NM,"Encaje de las empresas bancarias en ME	
         - (108 series)",ME - Fondos de encaje - Efectivos - Interbank (millones US$),Ene-2010,Jun-2023,21-07-2023,M
1614,PN06732NM,"Encaje de las empresas bancarias en ME	
         - (108 series)",ME - Fondos de encaje - Efectivos - Citibank (millones US$),Ene-2010,Jun-2023,21-07-2023,M
1615,PN06733NM,"Encaje de las empresas bancarias en ME	
         - (108 series)",ME - Fondos de encaje - Efectivos - Scotiabank (millones US$),Ene-2010,Jun-2023,21-07-2023,M
